N,seed,Q,k,gamma,warmup,tau,confirmation_steps,n_drifts,n_detected,tpr,total_alarms,matched_alarms,unmatched_alarms,unmatched_ratio,delay_min,delay_max,delay_mean,delay_median,max_ise,mean_background_ise,threshold_exceedances,delaytype_mean,delaytype_variance,delaytype_gradual,delaytype_cyclic,delaytype_distribution
20000,7,0.0,6.0,0.7,400,0.08,7,11,6,0.5454545454545454,7,6,1,0.14285714285714285,59,11300,3845.3333333333335,3110.0,0.09421762129240419,0.02130487925471584,50,2082.5,2746.5,2114.0,11300.0,
20000,123,0.0,6.0,0.7,400,0.08,7,11,6,0.5454545454545454,7,6,1,0.14285714285714285,71,11928,3992.3333333333335,3196.0,0.09105915778019934,0.02349670854225479,65,2180.5,2781.5,2102.0,11928.0,
20000,2024,0.0,6.0,0.7,400,0.08,7,11,6,0.5454545454545454,7,6,1,0.14285714285714285,62,11991,4032.6666666666665,3256.0,0.09308423073581414,0.022339818703369714,59,2220.0,2815.5,2134.0,11991.0,
20000,99,0.0,6.0,0.7,400,0.08,7,11,6,0.5454545454545454,7,6,1,0.14285714285714285,69,11773,3919.3333333333335,3100.0,0.09433296514243242,0.023206102379102565,50,2093.5,2737.0,2082.0,11773.0,
20000,42,0.0,6.0,1.0,400,0.08,7,11,1,0.09090909090909091,1,1,0,0.0,580,580,580.0,580.0,0.0811367116890151,0.02598826084511531,7,580.0,,,,
20000,7,0.0,6.0,1.0,400,0.08,7,11,1,0.09090909090909091,1,1,0,0.0,544,544,544.0,544.0,0.08111894759147113,0.02993526011042931,7,544.0,,,,
20000,123,0.0,6.0,1.0,400,0.08,7,11,1,0.09090909090909091,1,1,0,0.0,620,620,620.0,620.0,0.0809063406723152,0.023929593009490786,7,620.0,,,,
20000,2024,0.0,6.0,1.0,400,0.08,7,11,1,0.09090909090909091,1,1,0,0.0,579,579,579.0,579.0,0.08107852158463905,0.0264971105345218,7,579.0,,,,
20000,99,0.0,6.0,1.0,400,0.08,7,11,1,0.09090909090909091,1,1,0,0.0,627,627,627.0,627.0,0.08139207631390144,0.024047355242521717,7,627.0,,,,
20000,42,0.0,3.0,0.7,300,0.09,7,11,4,0.36363636363636365,4,4,0,0.0,73,4751,2023.5,1635.0,0.10248875844693661,0.03454027290903363,33,73.0,2936.5,2148.0,,
20000,7,0.0,3.0,0.7,300,0.09,7,11,4,0.36363636363636365,4,4,0,0.0,89,4782,2073.5,1711.5,0.10036140349098507,0.03047905861942542,28,89.0,3044.0,2117.0,,
20000,123,0.0,3.0,0.7,300,0.09,7,11,4,0.36363636363636365,4,4,0,0.0,91,5580,2291.75,1748.0,0.09697295771232556,0.017551731642565044,30,91.0,3486.0,2104.0,,
20000,2024,0.0,3.0,0.7,300,0.09,7,11,4,0.36363636363636365,4,4,0,0.0,79,5432,2223.0,1690.5,0.0975269674766081,0.01698889308525013,31,79.0,3336.0,2141.0,,
20000,99,0.0,3.0,0.7,300,0.09,7,11,4,0.36363636363636365,4,4,0,0.0,104,5148,2145.25,1664.5,0.099876765213601,0.015715733577206396,31,104.0,3159.5,2158.0,,
20000,42,0.0,3.0,1.0,300,0.09,7,11,1,0.09090909090909091,1,1,0,0.0,844,844,844.0,844.0,0.09033829360820918,0.015268149826915163,7,844.0,,,,
20000,7,0.0,3.0,1.0,300,0.09,7,11,1,0.09090909090909091,1,1,0,0.0,1120,1120,1120.0,1120.0,0.09046839534737047,0.013891915976188374,7,1120.0,,,,
20000,123,0.0,3.0,1.0,300,0.09,7,11,1,0.09090909090909091,1,1,0,0.0,1282,1282,1282.0,1282.0,0.09038302637568338,0.011227446598267717,7,1282.0,,,,
20000,2024,0.0,3.0,1.0,300,0.09,7,11,1,0.09090909090909091,1,1,0,0.0,1398,1398,1398.0,1398.0,0.0902872573450064,0.012198556760085239,7,1398.0,,,,
20000,99,0.0,3.0,1.0,300,0.09,7,11,1,0.09090909090909091,1,1,0,0.0,1585,1585,1585.0,1585.0,0.09025110474671066,0.009666791597210117,7,1585.0,,,,
20000,42,0.0,6.0,0.7,300,0.09,7,11,6,0.5454545454545454,7,6,1,0.14285714285714285,63,12363,4074.1666666666665,3242.5,0.1001965621816693,0.0253686229378414,51,2199.0,2767.0,2150.0,12363.0,
20000,7,0.0,6.0,0.7,300,0.09,7,11,6,0.5454545454545454,7,6,1,0.14285714285714285,65,11734,3940.8333333333335,3178.5,0.10760143423833335,0.022483781162878434,54,2137.0,2744.5,2148.0,11734.0,
20000,123,0.0,6.0,0.7,300,0.09,7,11,6,0.5454545454545454,7,6,1,0.14285714285714285,64,12821,4185.833333333333,3294.0,0.10453376539244236,0.027521991646632233,54,2262.0,2821.0,2128.0,12821.0,
20000,2024,0.0,6.0,0.7,300,0.09,7,11,6,0.5454545454545454,7,6,1,0.14285714285714285,62,12867,4265.666666666667,3451.5,0.10204548416150337,0.029289655393155756,55,2434.5,2843.5,2171.0,12867.0,
20000,99,0.0,6.0,0.7,300,0.09,7,11,6,0.5454545454545454,7,6,1,0.14285714285714285,75,12632,4129.333333333333,3249.0,0.09632225807393538,0.02639754109352247,57,2224.5,2785.5,2124.0,12632.0,
20000,42,0.0,6.0,1.0,300,0.09,7,11,1,0.09090909090909091,1,1,0,0.0,591,591,591.0,591.0,0.09092848315898497,0.02572730024647136,7,591.0,,,,
20000,7,0.0,6.0,1.0,300,0.09,7,11,1,0.09090909090909091,1,1,0,0.0,612,612,612.0,612.0,0.09117371757646106,0.026804111367583355,7,612.0,,,,
20000,123,0.0,6.0,1.0,300,0.09,7,11,1,0.09090909090909091,1,1,0,0.0,627,627,627.0,627.0,0.09092516194197571,0.023745848278069984,7,627.0,,,,
20000,2024,0.0,6.0,1.0,300,0.09,7,11,1,0.09090909090909091,1,1,0,0.0,663,663,663.0,663.0,0.09057364901389758,0.02337429114510185,7,663.0,,,,
20000,99,0.0,6.0,1.0,300,0.09,7,11,1,0.09090909090909091,1,1,0,0.0,658,658,658.0,658.0,0.09067976910007156,0.023159302745858073,7,658.0,,,,
20000,42,0.0,3.0,0.7,400,0.09,7,11,4,0.36363636363636365,4,4,0,0.0,104,4841,2059.25,1646.0,0.09734193930982583,0.027422977597153734,31,104.0,3001.0,2131.0,,
20000,7,0.0,3.0,0.7,400,0.09,7,11,4,0.36363636363636365,4,4,0,0.0,83,4784,2056.0,1678.5,0.09870964206692207,0.030278410544285275,28,83.0,3008.0,2125.0,,
20000,123,0.0,3.0,0.7,400,0.09,7,11,4,0.36363636363636365,4,4,0,0.0,137,5881,2516.75,2024.5,0.09667479750180362,0.01995949305338282,29,137.0,3924.5,2081.0,,
20000,2024,0.0,3.0,0.7,400,0.09,7,11,4,0.36363636363636365,4,4,0,0.0,94,5475,2246.5,1708.5,0.10015328356615412,0.01657734600497036,28,94.0,3379.5,2133.0,,
20000,99,0.0,3.0,0.7,400,0.09,7,11,4,0.36363636363636365,4,4,0,0.0,104,5148,2145.25,1664.5,0.09956154912838061,0.015822928542333452,31,104.0,3159.5,2158.0,,
20000,42,0.0,3.0,1.0,400,0.09,7,11,1,0.09090909090909091,1,1,0,0.0,1306,1306,1306.0,1306.0,0.09034617413111037,0.01198640382065012,7,1306.0,,,,
20000,7,0.0,3.0,1.0,400,0.09,7,11,1,0.09090909090909091,1,1,0,0.0,1115,1115,1115.0,1115.0,0.09043457637705804,0.01408688439927651,7,1115.0,,,,
20000,123,0.0,3.0,1.0,400,0.09,7,11,1,0.09090909090909091,1,1,0,0.0,1584,1584,1584.0,1584.0,0.09028213293317036,0.009563778249639806,7,1584.0,,,,
20000,2024,0.0,3.0,1.0,400,0.09,7,11,1,0.09090909090909091,1,1,0,0.0,1394,1394,1394.0,1394.0,0.09045394887791064,0.012283504307752286,11,1394.0,,,,
20000,99,0.0,3.0,1.0,400,0.09,7,11,1,0.09090909090909091,1,1,0,0.0,1732,1732,1732.0,1732.0,0.09024394989159144,0.008641419417863243,7,1732.0,,,,
20000,42,0.0,6.0,0.7,400,0.09,7,11,6,0.5454545454545454,7,6,1,0.14285714285714285,69,12361,4071.3333333333335,3248.5,0.10518181324242597,0.025905121375418,71,2200.0,2750.5,2166.0,12361.0,
20000,7,0.0,6.0,0.7,400,0.09,7,11,6,0.5454545454545454,7,6,1,0.14285714285714285,64,11686,3929.3333333333335,3165.5,0.10681919754376802,0.022142632687877518,50,2124.5,2747.5,2146.0,11686.0,
20000,123,0.0,6.0,0.7,400,0.09,7,11,6,0.5454545454545454,7,6,1,0.14285714285714285,75,12821,4177.333333333333,3296.0,0.09571370992969176,0.02945449395473087,60,2267.5,2788.0,2132.0,12821.0,
20000,2024,0.0,6.0,0.7,400,0.09,7,11,6,0.5454545454545454,7,6,1,0.14285714285714285,68,12867,4261.666666666667,3451.5,0.10263886578852402,0.03016419224122003,57,2437.5,2828.5,2171.0,12867.0,
20000,99,0.0,6.0,0.7,400,0.09,7,11,6,0.5454545454545454,7,6,1,0.14285714285714285,74,12611,4122.333333333333,3239.0,0.09820881090145474,0.026328954291983918,57,2213.5,2785.5,2125.0,12611.0,
20000,42,0.0,6.0,1.0,400,0.09,7,11,1,0.09090909090909091,1,1,0,0.0,650,650,650.0,650.0,0.09127622690524101,0.023201802397992695,7,650.0,,,,
20000,7,0.0,6.0,1.0,400,0.09,7,11,1,0.09090909090909091,1,1,0,0.0,622,622,622.0,622.0,0.09095489170851923,0.02642967045452227,7,622.0,,,,
20000,123,0.0,6.0,1.0,400,0.09,7,11,1,0.09090909090909091,1,1,0,0.0,700,700,700.0,700.0,0.09109942350488087,0.021445363047903197,7,700.0,,,,
