N,seed,Q,k,gamma,warmup,tau,confirmation_steps,n_drifts,n_detected,tpr,total_alarms,matched_alarms,unmatched_alarms,unmatched_ratio,delay_min,delay_max,delay_mean,delay_median,max_ise,mean_background_ise,threshold_exceedances,delaytype_mean,delaytype_variance,delaytype_gradual,delaytype_cyclic,delaytype_distribution,alarm_positions
20000,7,0.3,3.0,1.0,300,0.08,7,11,8,0.7272727272727273,13,8,5,0.38461538461538464,22,2366,726.75,534.0,0.16584765155079192,0.033968278837551,91,587.0,1194.0,747.0,171.0,,398;563;894;1179;1522;2160;2966;4340;5171;7728;10327;11831;14366
20000,42,0.3,3.0,1.0,300,0.08,7,11,10,0.9090909090909091,13,10,3,0.23076923076923078,209,4400,1129.7,673.5,0.1627806767066543,0.029666749627909276,91,1011.3333333333334,1676.75,468.5,,619.0,662;1030;1717;2409;2966;3607;4743;6619;7728;8962;11061;13483;19400
20000,7,0.5,3.0,1.0,300,0.08,7,11,10,0.9090909090909091,19,10,9,0.47368421052631576,21,1408,370.0,240.0,0.1107791517256064,0.034546273841274365,133,320.3333333333333,98.66666666666667,840.0,142.0,621.0,392;581;647;717;1008;1094;1521;2001;2472;3141;3526;4274;5142;6621;8408;9479;11598;15134;17079
20000,42,0.5,3.0,1.0,300,0.08,7,11,10,0.9090909090909091,20,10,10,0.5,53,1005,395.4,346.0,0.11954226888963274,0.0356978997954743,140,492.3333333333333,356.6666666666667,411.0,286.0,299.0,354;504;771;866;1090;1326;1553;1854;2152;2505;3387;4406;4766;5286;6299;7517;10005;11383;15630;17872
