x,n300_reference,n799_pre_drift1,n900_post_drift1,n1000_post_drift1_200,n1499_pre_drift2,n1600_post_drift2,n1700_post_drift2_200,n2199_pre_drift3,n2300_post_drift3,n2400_post_drift3_200,n2999_pre_drift4,n3100_post_drift4,n3200_post_drift4_200,n3999_pre_drift5,n4100_post_drift5,n4200_post_drift5_200,n4999_pre_drift6,n5100_post_drift6,n5200_post_drift6_200,n5999_pre_drift7,n6100_post_drift7,n6200_post_drift7_200,n6999_pre_drift8,n7100_post_drift8,n7200_post_drift8_200,n8999_pre_drift9,n9100_post_drift9,n9200_post_drift9_200,n11999_pre_drift10,n12100_post_drift10,n12200_post_drift10_200,n14999_pre_drift11,n15100_post_drift11,n15200_post_drift11_200,n19999_final
-4.0,0.009559438535467549,0.00516926390440594,0.004533056153352206,0.0035578372724718987,0.0023457976064884534,0.0021208992253831035,0.0019052944702573765,0.002705831294622152,0.0024472587340972907,0.0021222885214790127,0.001941326010520661,0.001796040654736944,0.0016119003139487345,0.0014313216764387723,0.0012561978613064295,0.0011863423746242274,0.0012402933230848887,0.0012656649163284434,0.0013932897174982542,0.002885300998282943,0.0029500339502145888,0.0029910181049801997,0.0019295020441739176,0.0019898813582040105,0.0020051229888917305,0.0017484912645057138,0.0018277480210586936,0.0017814441614639812,0.0015913143679600616,0.0015486102282833147,0.001790350671935309,0.004637622358977862,0.0046208972065751724,0.004586197725395744,0.003643904206622507
-3.9649122807017543,0.009077622414408449,0.004392134079933777,0.0038953888462358154,0.0029231646651161902,0.0019518111597365134,0.001467471823184012,0.0011844554243362268,0.0021044666019324684,0.0019110608351291247,0.0016184934476209945,0.0015539846925170936,0.0014225186184204097,0.001301403190282359,0.0012264913983076262,0.0011324660733574507,0.0011586173569252886,0.0011310464129326084,0.0011768014454424797,0.0011940787918103477,0.0029871213240056232,0.002963524095885406,0.0029428409086683406,0.001652015527940049,0.0017207015006333315,0.0017731349729283967,0.0014573826973922274,0.0015323205429414663,0.00148069940301844,0.0012694448286562354,0.001270657237867713,0.0014810594419656306,0.004836883180799244,0.004819843676185112,0.0047879803274058705,0.0037677726025854494
-3.9298245614035086,0.007428575700843857,0.003043439170482257,0.0027516356090191837,0.0019055767298724081,0.0013024293440981743,0.0006161761574346863,0.0002939992024063101,0.001354791133112071,0.001247715641436123,0.0010195973541178086,0.0010579712404092528,0.0009540892742016804,0.0009091371161161488,0.0009332554622122138,0.0009318664547007457,0.001051323028887885,0.0009339418263250854,0.0009934736993176402,0.0008936032546287345,0.0028631431554026476,0.0027476262494973078,0.002662088636782429,0.0012797934668273003,0.0013467302323889457,0.0014288661291999571,0.0010700282312532117,0.0011300666573357265,0.0010786697130224926,0.0008518311139481191,0.000912595874350941,0.0010919268058246709,0.004900599818991713,0.00488222868009025,0.004854170305747696,0.0037718700493971635
-3.8947368421052633,0.0047959576846438355,0.001290827717976758,0.0012438234870697255,0.0006326878017975796,0.00047879631733493966,-0.00033555954412482075,-0.0006544253673200634,0.0005560457160693616,0.0005453641459049405,0.00040567492004482675,0.0005190793111650507,0.0004530584672919821,0.00048764245099552905,0.0005906978606354113,0.0006814679426195222,0.0008792697643906847,0.0006738310075782919,0.0007385107811596001,0.0005295191905490618,0.002526942718444492,0.002328003562424928,0.002182710011421618,0.000866791008754305,0.0009218618643204134,0.0010221109260593678,0.0006406832802007198,0.0006769097282154218,0.0006312811342680663,0.0003952782980793934,0.0005286528428804227,0.0006800748738525139,0.0048450105432387425,0.0048242687190367395,0.0048003354877877435,0.0036737426431693795
-3.8596491228070176,0.0014937530915726032,-0.0006429690895278098,-0.0004365639640806643,-0.0007325411479110235,-0.00041389650216569485,-0.0012709812838444523,-0.0015315517529994743,-0.00017940964063437037,-9.6613281164247e-05,-0.00013529149896001486,1.338120417344879e-05,-9.46935265534743e-06,9.758713195120311e-05,0.0002476659306368048,0.00041785838436110556,0.0006683019558241313,0.0003860366748806715,0.00044624092721674835,0.00015044454107476096,0.002022246686028902,0.0017599702503046377,0.0015681234954602608,0.0004773656526753413,0.0005115915119166536,0.0006155795187049624,0.00023316609594433574,0.0002394643449191436,0.00020440047096766112,-3.505022648210565e-05,0.00017983278404858083,0.00030904768106568975,0.004699190842298646,0.004675166610687322,0.004654996109758731,0.0035022777699082255
-3.824561403508772,-0.002070217850473047,-0.0025082662266407555,-0.0020727449816181145,-0.002012565568940989,-0.001259773484736347,-0.0020687713431144436,-0.0022066565303378374,-0.0007399492352786058,-0.0005798140331606735,-0.0005182414296916876,-0.00038209027408332014,-0.0003623060283156204,-0.0001996190358047184,-4.3113910137088096e-05,0.0001828660960270928,0.0004524622642457371,0.0001123118371159984,0.0001586128284677621,-0.00018978191267756545,0.0014194494808225239,0.0011234328997364006,0.0009050856997293438,0.00017858932008490633,0.00018520498526561346,0.00027748081509226113,-8.687225744666294e-05,-0.00011303120167043684,-0.00013415595267435992,-0.0003736525928416459,-7.384069111050079e-05,4.07702824642836e-05,0.004501041031803536,0.0044730895839483475,0.004455693935566413,0.0032938143198360387
-3.7894736842105265,-0.005443917676716761,-0.0040607491411774055,-0.003450677422429155,-0.003038445546597785,-0.0019473743389956874,-0.0026190509471304482,-0.0025647896763049197,-0.0010290841562553069,-0.0008194739797538347,-0.0006720256869424054,-0.0005992235250995848,-0.0005433263417590137,-0.00034969616068236675,-0.00023173105932193516,1.8338448590449197e-05,0.0002698813981833678,-0.00010423013305058126,-7.986066760913568e-05,-0.00043878206020110666,0.0008086646465410817,0.0005145382037103352,0.0002943533458382823,3.178499306380478e-05,7.059619739038098e-06,7.299264950095391e-05,-0.0002602758178696096,-0.0003174871719536926,-0.00032322667964537755,-0.0005630645865278006,-0.00018128547418923974,-7.262819551165367e-05,0.0042922737061287936,0.004260127692676384,0.0042440347566413406,0.003087377700115565
-3.754385964912281,-0.00818790190559592,-0.0050938273360844125,-0.004387366634628077,-0.003672441822695766,-0.0023845309100653245,-0.002838514020734116,-0.002522840019147911,-0.0009785631351349258,-0.0007559465188043402,-0.0005491388262756219,-0.000588010035086517,-0.0005078748369493485,-0.00031284727757047853,-0.0002777516125235732,-3.937721390689236e-05,0.00015788145074231708,-0.00022459276966932396,-0.0002277227386034003,-0.0005524276783203941,0.00028999990688991645,3.490935955373711e-05,-0.00016084840403471704,8.43687789951024e-05,2.8065673814591657e-05,5.569696145006284e-05,-0.00024224210937862783,-0.0003253176082712722,-0.0003164202019882434,-0.000561511603756705,-0.00010747528100558262,3.948262981043338e-06,0.0041130636084336925,0.0040768980620252415,0.004060358428880383,0.002919663864815625
-3.719298245614035,-0.009932253042359057,-0.005466715596271463,-0.004755684857650472,-0.003826982081008637,-0.0025110265288567774,-0.0026826088831218356,-0.002042250001827589,-0.0005584070506631858,-0.0003634555568832881,-0.00013287402751942234,-0.0003237971743814197,-0.00023530355942427,-6.960573029105022e-05,-0.00015596449811863117,3.546799104108683e-05,0.00014791127505627694,-0.00021907740555470595,-0.00025204060353856833,-0.0005008519382110541,-3.788250609950902e-05,-0.00022030907306153785,-0.0003672193635953294,0.0003631039718455763,0.0002785170485697028,0.00026012587043490465,-8.648685441203785e-06,-0.00010925392673717671,-8.864576978255545e-05,-0.0003488017365096685,0.00016127971113806538,0.00028327038116027214,0.003997072036286881,0.0039575123227500175,0.003938744613691272,0.0028204366573288744
-3.6842105263157894,-0.010426307911670074,-0.005124374466483537,-0.004502290657118388,-0.0034773456381607636,-0.0023072734537284006,-0.002152993764750831,-0.0011365350212688419,0.00021756603589973,0.00034513480378592365,0.0005591462787094686,0.00018841977983889702,0.0002672957040115373,0.00037566075403946964,0.00013958863768723934,0.0002540457042089911,0.00026098599397091776,-7.147163069432666e-05,-0.0001329934775988334,-0.000272859688800392,-8.96023015760708e-05,-0.00017417815681071772,-0.00025314120968426834,0.0008697551637712984,0.0007633100326797544,0.0006964848766103961,0.0004400701359353193,0.00033236356494247693,0.00035988405859559147,7.039215092057016e-05,0.0006146808189230468,0.000753235894676213,0.003967514373174233,0.003925582769109523,0.0039030240169723937,0.002808956143046812
