Q,k,gamma,warmup,tau,confirmation_steps,N,n_detected_mean,n_detected_std,n_detected_count,tpr_mean,tpr_std,tpr_count,total_alarms_mean,total_alarms_std,total_alarms_count,unmatched_alarms_mean,unmatched_alarms_std,unmatched_alarms_count,delay_mean_mean,delay_mean_std,delay_mean_count,delay_median_mean,delay_median_std,delay_median_count,max_ise_mean,max_ise_std,max_ise_count,mean_background_ise_mean,mean_background_ise_std,mean_background_ise_count
0.55,6.0,0.8,300,0.085,5,20000,11.0,0.0,5,1.0,0.0,5,24.0,2.8284271247461903,5,13.0,2.8284271247461903,5,567.2363636363636,147.8315100778614,5,327.0,77.14920608794364,5,0.1102964314921759,0.0090190028035627,5,0.04029419733907557,0.0018977882381574654,5
0.6,4.0,0.8,300,0.09,10,20000,11.0,0.0,5,1.0,0.0,5,24.2,1.3038404810405295,5,13.2,1.30384048104053,5,566.0181818181818,128.30834181187285,5,289.2,64.20046728801901,5,0.13374860404579508,0.019026143763104603,5,0.04332251927545529,0.002892262533581572,5
0.55,3.0,1.0,250,0.06,10,20000,11.0,0.0,5,1.0,0.0,5,24.2,2.280350850198276,5,13.2,2.280350850198276,5,517.0909090909091,86.82170387905789,5,322.0,116.52253001029457,5,0.11654610727259287,0.013087678807619362,5,0.02641628014404442,0.0016479668774469667,5
0.55,6.0,0.8,200,0.085,10,20000,11.0,0.0,5,1.0,0.0,5,24.2,3.1144823004794873,5,13.2,3.1144823004794877,5,604.8545454545454,128.66911886214316,5,333.0,77.89415895944958,5,0.12357895405624049,0.006046473396716419,5,0.04031471171360686,0.0021709899174795306,5
0.6,4.0,1.0,300,0.07,7,20000,11.0,0.0,5,1.0,0.0,5,24.2,0.8366600265340756,5,13.2,0.8366600265340756,5,601.290909090909,141.49189446165147,5,395.4,192.10622061765724,5,0.10569687858533713,0.014153988752947128,5,0.03232737422205033,0.0011502613471944744,5
0.6,4.0,0.8,300,0.09,7,20000,11.0,0.0,5,1.0,0.0,5,24.6,1.673320053068151,5,13.6,1.6733200530681511,5,550.6545454545454,134.27211792808126,5,281.4,72.36919234038749,5,0.12482726354410004,0.012743605097211378,5,0.04302817950290535,0.00315788974080334,5
0.55,6.0,0.8,250,0.085,7,20000,11.0,0.0,5,1.0,0.0,5,24.6,2.792848008753788,5,13.6,2.7928480087537886,5,614.8363636363636,163.65504186328246,5,329.8,78.22531559540045,5,0.11472989237504874,0.006166656640703236,5,0.039789793273599564,0.0012971675106337344,5
0.55,6.0,0.8,400,0.08,7,20000,11.0,0.0,5,1.0,0.0,5,24.6,2.073644135332772,5,13.6,2.073644135332772,5,497.0363636363636,62.26435245609523,5,349.4,170.6862618959124,5,0.10292596865401119,0.00683459323050357,5,0.03610545822318661,0.00202333337139834,5
0.6,4.0,1.0,250,0.07,10,20000,11.0,0.0,5,1.0,0.0,5,24.6,0.547722557505166,5,13.6,0.5477225575051662,5,594.9454545454546,139.55381378575348,5,415.4,169.618100449215,5,0.11357286725195961,0.012191067697419691,5,0.032631395204752674,0.0008969144648003043,5
0.55,3.0,1.0,250,0.06,7,20000,11.0,0.0,5,1.0,0.0,5,24.8,2.588435821108957,5,13.8,2.588435821108957,5,517.2363636363636,81.14792634696973,5,323.6,112.87293741194122,5,0.09900935295672572,0.011694047826068898,5,0.02624368314221226,0.0015861341142442316,5
0.55,6.0,0.8,250,0.085,5,20000,11.0,0.0,5,1.0,0.0,5,24.8,3.1144823004794873,5,13.8,3.1144823004794873,5,567.2363636363636,147.8315100778614,5,327.0,77.14920608794364,5,0.11339340017598112,0.006077095589602301,5,0.04035345214562087,0.001938327026362158,5
0.55,6.0,0.8,400,0.08,5,20000,11.0,0.0,5,1.0,0.0,5,24.8,2.4899799195977463,5,13.8,2.4899799195977463,5,550.4909090909091,73.42437499206382,5,377.0,161.0450247601583,5,0.09645573117799326,0.004349539150648571,5,0.035222306012096985,0.0013183930566825013,5
0.6,4.0,0.8,400,0.085,7,20000,11.0,0.0,5,1.0,0.0,5,25.0,0.7071067811865476,5,14.0,0.7071067811865476,5,536.7272727272727,124.31469996786048,5,259.6,56.469460773058564,5,0.1182041443618134,0.018307970736921742,5,0.03966377938056959,0.002609601812617204,5
0.6,4.0,0.8,300,0.085,10,20000,11.0,0.0,5,1.0,0.0,5,25.0,1.7320508075688776,5,14.0,1.732050807568877,5,550.290909090909,120.77828536155012,5,261.4,57.15592707672582,5,0.12955160233265564,0.010193136646102772,5,0.04146277304973406,0.0030869268176729873,5
0.6,4.0,0.8,300,0.09,5,20000,11.0,0.0,5,1.0,0.0,5,25.0,1.5811388300841895,5,14.0,1.5811388300841898,5,542.6363636363636,112.33154513785455,5,272.0,30.95157508108432,5,0.1069073963828862,0.004359323630501734,5,0.04290037406006557,0.003464548158925488,5
0.55,3.0,1.0,250,0.06,5,20000,11.0,0.0,5,1.0,0.0,5,25.0,2.7386127875258306,5,14.0,2.7386127875258306,5,518.4181818181818,85.65543601551668,5,323.4,108.10319144225114,5,0.09831955983316046,0.013103990202658221,5,0.02608060177704165,0.0016397131165964076,5
0.55,6.0,0.8,200,0.085,7,20000,11.0,0.0,5,1.0,0.0,5,25.0,3.082207001484488,5,14.0,3.082207001484488,5,614.5636363636364,163.43981124813638,5,329.8,78.22531559540045,5,0.11593096192610781,0.007463563286523719,5,0.0398452764587766,0.0013266587768660544,5
0.6,4.0,1.0,300,0.07,5,20000,11.0,0.0,5,1.0,0.0,5,25.0,1.0,5,14.0,1.0,5,597.2545454545455,137.36428915072614,5,393.4,192.10622061765724,5,0.09688113424371954,0.004155376476380077,5,0.03220275026839477,0.0011474060476107124,5
0.6,4.0,1.0,250,0.07,7,20000,11.0,0.0,5,1.0,0.0,5,25.0,1.0,5,14.0,1.0,5,601.290909090909,141.49189446165144,5,395.4,192.10622061765724,5,0.1074698332483934,0.012722828005181527,5,0.03235759362115256,0.001138116955774285,5
0.6,4.0,0.8,250,0.09,10,20000,11.0,0.0,5,1.0,0.0,5,25.2,1.9235384061671348,5,14.2,1.9235384061671343,5,566.0181818181818,128.30834181187285,5,289.2,64.20046728801901,5,0.13476549757585177,0.008166771739617407,5,0.04333964663302055,0.002876745823798817,5
0.55,3.0,1.0,200,0.06,10,20000,11.0,0.0,5,1.0,0.0,5,25.2,2.280350850198276,5,14.2,2.280350850198276,5,517.0909090909091,86.82170387905789,5,322.0,116.52253001029457,5,0.11414861849744351,0.018615689128653672,5,0.026443996008434577,0.0016563558157187647,5
0.55,6.0,0.8,200,0.085,5,20000,11.0,0.0,5,1.0,0.0,5,25.4,3.5777087639996643,5,14.4,3.577708763999663,5,566.5636363636364,148.96503000801653,5,327.0,77.14920608794364,5,0.11694026173083463,0.006600731081654133,5,0.04036507812722059,0.0019233322438648164,5
0.6,4.0,1.0,200,0.07,10,20000,11.0,0.0,5,1.0,0.0,5,25.4,0.5477225575051664,5,14.4,0.547722557505166,5,594.9454545454546,139.5538137857535,5,415.4,169.618100449215,5,0.13273461065968367,0.014290871530657443,5,0.03265347134335824,0.0008912631135364156,5
0.55,3.0,0.8,400,0.07,10,20000,11.0,0.0,5,1.0,0.0,5,25.6,1.673320053068151,5,14.6,1.6733200530681511,5,503.0181818181818,74.6546151972397,5,272.4,94.5690224122043,5,0.09805766807569821,0.002294061293371516,5,0.03305747714726655,0.0011374307109548666,5
0.6,4.0,0.8,250,0.09,7,20000,11.0,0.0,5,1.0,0.0,5,25.6,1.673320053068151,5,14.6,1.6733200530681511,5,550.890909090909,134.18887638494684,5,281.4,72.3691923403875,5,0.1349660650390577,0.009507406865995572,5,0.043048862410654545,0.0031062733588243935,5
0.4,6.0,0.8,400,0.06,5,20000,11.0,0.0,5,1.0,0.0,5,25.6,2.0736441353327724,5,14.6,2.073644135332772,5,492.2909090909091,128.73950892024092,5,290.8,79.13722259468044,5,0.09060070463416033,0.007255649675530659,5,0.02624436259053222,0.0015799641673338316,5
0.55,6.0,0.8,300,0.08,10,20000,11.0,0.0,5,1.0,0.0,5,25.6,2.408318915758459,5,14.6,2.4083189157584592,5,497.3454545454546,81.10984797184948,5,364.4,168.31904229765567,5,0.11825904620040002,0.014838043873413437,5,0.036252013305452926,0.0019955119439723267,5
0.45,2.0,0.8,400,0.07,10,20000,11.0,0.0,5,1.0,0.0,5,25.6,0.8944271909999156,5,14.6,0.8944271909999161,5,548.5636363636364,192.7650091700529,5,417.6,222.34949966213102,5,0.11737675329734658,0.010569404463610352,5,0.030421451777311835,0.0009492712881290831,5
0.45,2.0,0.8,400,0.07,7,20000,11.0,0.0,5,1.0,0.0,5,25.6,0.8944271909999156,5,14.6,0.8944271909999161,5,580.3090909090909,122.38583143296124,5,447.0,200.3933631635539,5,0.11714491714159489,0.010733866830605033,5,0.030502171479385044,0.000999878419980394,5
0.6,4.0,0.8,250,0.085,10,20000,11.0,0.0,5,1.0,0.0,5,25.8,1.9235384061671341,5,14.8,1.9235384061671346,5,550.1818181818182,120.61411386239136,5,261.4,57.15592707672582,5,0.13087778685037235,0.007921529706178971,5,0.0414632407503554,0.0030789757213160007,5
0.6,4.0,0.8,250,0.09,5,20000,11.0,0.0,5,1.0,0.0,5,25.8,1.7888543819998315,5,14.8,1.7888543819998315,5,541.5454545454546,113.00930627954993,5,272.2,31.10787681600915,5,0.12391113863987342,0.014463545349397984,5,0.043055920145452634,0.003694006749460236,5
0.6,4.0,0.8,200,0.09,10,20000,11.0,0.0,5,1.0,0.0,5,25.8,1.6431676725154987,5,14.8,1.6431676725154982,5,566.0181818181818,128.30834181187285,5,289.2,64.20046728801901,5,0.14431793246416624,0.01461249074714089,5,0.04336989136205633,0.002863894601822802,5
0.6,4.0,1.0,250,0.07,5,20000,11.0,0.0,5,1.0,0.0,5,25.8,1.3038404810405297,5,14.8,1.3038404810405297,5,597.2545454545455,137.36428915072614,5,393.4,192.10622061765724,5,0.09877968205376922,0.011257046827439434,5,0.032215670901781526,0.0011567938539978498,5
0.55,6.0,0.8,300,0.08,7,20000,11.0,0.0,5,1.0,0.0,5,26.0,2.6457513110645907,5,15.0,2.6457513110645907,5,497.0363636363636,62.264352456095246,5,349.4,170.68626189591242,5,0.11012723620409468,0.006450086994937441,5,0.03615245663125549,0.0020379141050240832,5
0.55,6.0,0.8,250,0.08,10,20000,11.0,0.0,5,1.0,0.0,5,26.0,2.7386127875258306,5,15.0,2.7386127875258306,5,498.2363636363637,81.28601172698377,5,364.4,168.31904229765567,5,0.11832677904532277,0.012658762054076723,5,0.03634499954190088,0.0019577878512501254,5
0.55,3.0,1.0,200,0.06,7,20000,11.0,0.0,5,1.0,0.0,5,26.2,1.9235384061671346,5,15.2,1.9235384061671346,5,517.2363636363636,81.14792634696973,5,323.6,112.87293741194122,5,0.10026652339168692,0.01186244657590289,5,0.026287666920627062,0.0015607668569978187,5
0.55,6.0,0.8,300,0.08,5,20000,11.0,0.0,5,1.0,0.0,5,26.2,3.1144823004794873,5,15.2,3.1144823004794877,5,550.5454545454545,73.52575868416893,5,377.0,161.0450247601583,5,0.10693691205709652,0.009719276571433028,5,0.03520972897148336,0.001273201520484959,5
0.6,4.0,0.8,300,0.085,7,20000,11.0,0.0,5,1.0,0.0,5,26.4,0.8944271909999161,5,15.4,0.8944271909999159,5,536.5454545454546,124.21750119570825,5,259.6,56.469460773058564,5,0.1156849161290461,0.015465156740700516,5,0.039698275985016476,0.0026010721023660777,5
0.6,4.0,0.8,200,0.09,5,20000,11.0,0.0,5,1.0,0.0,5,26.4,2.1908902300206647,5,15.4,2.1908902300206643,5,541.5454545454546,113.00930627954993,5,272.2,31.10787681600915,5,0.12096589826691821,0.008546771082514056,5,0.04311328521151789,0.003707535405312143,5
0.6,4.0,0.8,200,0.09,7,20000,11.0,0.0,5,1.0,0.0,5,26.4,1.9493588689617927,5,15.4,1.949358868961793,5,550.6545454545454,134.27211792808126,5,281.4,72.36919234038749,5,0.1282075756067643,0.0062470644048106,5,0.04309215642178769,0.003101704795358272,5
